Contig	ver. 6	ver. 7	Length
ctg7180000007674	Unassigned	Rem. haplot.	10212
ctg7180000007686	Unassigned	Repeat	7693
ctg7180000007684	Unassigned	Rem. haplot.	6422
ctg7180000007680	Unassigned	Rem. haplot.	10738
ctg7180000007683	Unassigned	Rem. haplot.	10740
ctg7180000007690	Unassigned	Rem. haplot.	18243
ctg7180000007691	Unassigned	Rem. haplot.	26329
ctg7180000007692	Unassigned	Rem. haplot.	13979
ctg7180000007694	Unassigned	Put. Y	16705
ctg7180000007696	Unassigned	Rem. haplot.	51317
ctg7180000007698	Unassigned	Put. autos.	26445
ctg7180000007699	Unassigned	Rem. haplot.	16168
ctg7180000007697	Unassigned	Put. centr.	50911
ctg7180000007703	Unassigned	Rem. haplot.	12529
ctg7180000007706	Unassigned	Put. centr.	13149
ctg7180000007708	Unassigned	Put. centr.	10000
ctg7180000007705	Unassigned	LG11	15789
ctg7180000007710	Unassigned	Rem. haplot.	10814
ctg7180000007707	Unassigned	Rem. haplot.	13676
ctg7180000007711	Unassigned	LG6	59948
ctg7180000007716	Unassigned	Rem. haplot.	16135
ctg7180000007717	Unassigned	Rem. haplot.	10960
ctg7180000007714	Unassigned	Rem. haplot.	12139
ctg7180000007712	Unassigned	LG13	78122
ctg7180000007718	Unassigned	Rem. haplot.	13730
ctg7180000007724	Unassigned	Put. centr.	11849
ctg7180000007725	Unassigned	Put. centr.	7807
ctg7180000007713	Unassigned	Rem. haplot.	20222
ctg7180000007719	Unassigned	Rem. haplot.	12667
ctg7180000007721	Unassigned	Rem. haplot.	14050
ctg7180000007723	Unassigned	Rem. haplot.	8545
ctg7180000007731	Unassigned	Put. centr.	18836
ctg7180000007734	Unassigned	Put. centr.	15967
ctg7180000007726	Unassigned	Rem. haplot.	9342
ctg7180000007738	Unassigned	Put. centr.	16813
ctg7180000007737	Unassigned	Rem. haplot.	20016
ctg7180000007733	Unassigned	Rem. haplot.	8208
ctg7180000007730	Unassigned	Put. centr.	13133
ctg7180000007735	Unassigned	Rem. haplot.	15024
ctg7180000007739	Unassigned	Rem. haplot.	15949
ctg7180000007736	Unassigned	Rem. haplot.	11086
ctg7180000007729	Unassigned	LG15	9016
ctg7180000007729	Unassigned	Rem. overl.	6498
ctg7180000007750	Unassigned	Rem. haplot.	11737
ctg7180000007751	Unassigned	Rem. haplot.	8873
ctg7180000007744	Unassigned	Rem. haplot.	10785
ctg7180000007749	Unassigned	Rem. haplot.	18374
ctg7180000007753	Unassigned	Rem. haplot.	11941
ctg7180000007754	Unassigned	LG7	8892
ctg7180000007754	Unassigned	Rem. overl.	5314
ctg7180000007755	Unassigned	LG7	6386
ctg7180000007755	Unassigned	Rem. overl.	12162
ctg7180000007752	Unassigned	Put. Y	49261
ctg7180000007761	Unassigned	Rem. haplot.	8928
ctg7180000007762	Unassigned	Rem. haplot.	9999
ctg7180000007763	Unassigned	Rem. haplot.	11165
ctg7180000007767	Unassigned	Rem. haplot.	8293
ctg7180000007766	Unassigned	Rem. haplot.	13172
ctg7180000007769	Unassigned	Rem. haplot.	11033
ctg7180000007757	Unassigned	Repeat	13537
ctg7180000007770	Unassigned	Rem. haplot.	31555
ctg7180000007772	Unassigned	Rem. haplot.	13097
ctg7180000007771	Unassigned	Put. Y	44353
ctg7180000007758	Unassigned	Repeat	17151
ctg7180000007774	Unassigned	Zero cov.	8942
ctg7180000007775	Unassigned	Rem. haplot.	18842
ctg7180000007776	Unassigned	Rem. haplot.	12354
ctg7180000007781	Unassigned	LG4	10833
ctg7180000007783	Unassigned	LG4	8211
ctg7180000007785	Unassigned	Unassigned	15556
ctg7180000007786	Unassigned	Unassigned	13179
ctg7180000007788	Unassigned	Zero cov.	11051
ctg7180000007789	Unassigned	Zero cov.	15586
ctg7180000007790	Unassigned	Zero cov.	9434
ctg7180000007782	Unassigned	LG4	9039
ctg7180000007791	Unassigned	Rem. haplot.	16002
ctg7180000007792	Unassigned	Rem. haplot.	12675
ctg7180000007793	Unassigned	Rem. haplot.	8608
ctg7180000007794	Unassigned	Put. centr.	8198
ctg7180000007778	Unassigned	Repeat	11489
ctg7180000007780	Unassigned	Repeat	10683
ctg7180000007777	Unassigned	Rem. haplot.	16315
ctg7180000007798	Unassigned	Repeat	11135
ctg7180000007800	Unassigned	Repeat	10150
ctg7180000007803	Unassigned	Repeat	11832
ctg7180000007796	Unassigned	Rem. haplot.	7276
ctg7180000007802	Unassigned	Repeat	11257
ctg7180000007765	Unassigned	Repeat	20403
ctg7180000007801	Unassigned	Repeat	14703
ctg7180000007807	Unassigned	Repeat	10290
ctg7180000007809	Unassigned	Repeat	7943
ctg7180000007810	Unassigned	Repeat	10556
ctg7180000007814	Unassigned	Repeat	8950
ctg7180000007815	Unassigned	Repeat	8466
ctg7180000007808	Unassigned	Rem. haplot.	9621
ctg7180000007797	Unassigned	Rem. haplot.	11647
ctg7180000007804	Unassigned	Rem. haplot.	16680
ctg7180000007806	Unassigned	Rem. haplot.	11573
ctg7180000007818	Unassigned	Rem. haplot.	10177
ctg7180000007819	Unassigned	Put. haplot.	11302
ctg7180000007820	Unassigned	Put. centr.	8832
ctg7180000007823	Unassigned	Rem. haplot.	10155
ctg7180000007822	Unassigned	Rem. haplot.	10167
ctg7180000007824	Unassigned	Rem. haplot.	11767
ctg7180000007826	Unassigned	Repeat	14498
ctg7180000007825	Unassigned	Put. X	28649
ctg7180000007827	Unassigned	Rem. haplot.	13006
ctg7180000007833	Unassigned	Repeat	8781
ctg7180000007830	Unassigned	Repeat	11294
ctg7180000007831	Unassigned	Rem. haplot.	10000
ctg7180000007821	Unassigned	Rem. haplot.	18413
ctg7180000007836	Unassigned	Rem. haplot.	17055
ctg7180000007837	Unassigned	Rem. haplot.	15346
ctg7180000007835	Unassigned	Rem. haplot.	13385
ctg7180000007838	Unassigned	Rem. haplot.	12426
ctg7180000007829	Unassigned	Repeat	14687
ctg7180000007843	Unassigned	Put. centr.	19624
ctg7180000007847	Unassigned	Put. centr.	8949
ctg7180000007849	Unassigned	Put. centr.	12075
ctg7180000007854	Unassigned	Put. centr.	11878
ctg7180000007856	Unassigned	Put. centr.	11134
ctg7180000007850	Unassigned	Rem. haplot.	10351
ctg7180000007853	Unassigned	Rem. haplot.	12384
ctg7180000007852	Unassigned	Rem. haplot.	20022
ctg7180000007851	Unassigned	Rem. haplot.	11284
ctg7180000007848	Unassigned	Rem. haplot.	17752
ctg7180000007860	Unassigned	Put. centr.	9081
ctg7180000007862	Unassigned	Rem. haplot.	10667
ctg7180000007859	Unassigned	Put. centr.	24801
ctg7180000007865	Unassigned	Rem. haplot.	14419
ctg7180000007871	Unassigned	Put. centr.	19698
ctg7180000007873	Unassigned	Put. centr.	10118
ctg7180000007872	Unassigned	Put. centr.	10558
ctg7180000007868	Unassigned	Rem. haplot.	10124
ctg7180000007869	Unassigned	Rem. haplot.	10858
ctg7180000007867	Unassigned	Rem. haplot.	15035
ctg7180000007870	Unassigned	Rem. haplot.	7908
ctg7180000007863	Unassigned	Rem. haplot.	12054
ctg7180000007877	Unassigned	Rem. haplot.	13093
ctg7180000007878	Unassigned	Rem. haplot.	10156
ctg7180000007876	Unassigned	Rem. haplot.	15997
ctg7180000007875	Unassigned	Put. centr.	25077
ctg7180000007879	Unassigned	Rem. haplot.	21178
ctg7180000007885	Unassigned	Rem. haplot.	13808
ctg7180000007880	Unassigned	Rem. haplot.	21795
ctg7180000007889	Unassigned	Unassigned	20450
ctg7180000007861	Unassigned	Rem. haplot.	7604
ctg7180000007886	Unassigned	Rem. haplot.	15577
ctg7180000007858	Unassigned	Put. centr.	19474
ctg7180000007893	Unassigned	Rem. haplot.	12926
ctg7180000007888	Unassigned	Rem. haplot.	28313
ctg7180000007896	Unassigned	Rem. haplot.	10374
ctg7180000007897	Unassigned	Rem. haplot.	20558
ctg7180000007895	Unassigned	Rem. haplot.	14913
ctg7180000007898	Unassigned	Rem. haplot.	21701
ctg7180000007899	Unassigned	Rem. haplot.	16050
ctg7180000007900	Unassigned	Rem. haplot.	16924
ctg7180000007908	Unassigned	Rem. haplot.	12577
ctg7180000007902	Unassigned	Rem. haplot.	16482
ctg7180000007901	Unassigned	Rem. haplot.	11695
ctg7180000007857	Unassigned	Put. centr.	32706
ctg7180000007910	Unassigned	Repeat	8628
ctg7180000007911	Unassigned	Repeat	11125
ctg7180000007914	Unassigned	Repeat	12204
ctg7180000007916	Unassigned	Repeat	14828
ctg7180000007912	Unassigned	Rem. haplot.	11214
ctg7180000007917	Unassigned	Repeat	17363
ctg7180000007920	Unassigned	Repeat	9460
ctg7180000007922	Unassigned	Repeat	9393
ctg7180000007918	Unassigned	Rem. haplot.	28785
ctg7180000007923	Unassigned	Rem. haplot.	8724
ctg7180000007925	Unassigned	Rem. haplot.	12093
ctg7180000007919	Unassigned	Rem. haplot.	15425
ctg7180000007926	Unassigned	Repeat	25650
ctg7180000007927	Unassigned	Rem. haplot.	9432
ctg7180000007929	Unassigned	Repeat	15075
ctg7180000007930	Unassigned	Repeat	13179
ctg7180000007938	Unassigned	Repeat	13459
ctg7180000007939	Unassigned	Repeat	15172
ctg7180000007940	Unassigned	Repeat	11492
ctg7180000007941	Unassigned	Zero cov.	6416
ctg7180000007933	Unassigned	Rem. haplot.	12385
ctg7180000007931	Unassigned	Rem. haplot.	34303
ctg7180000007932	Unassigned	LG2	31072
ctg7180000007932	Unassigned	Rem. overl.	28092
ctg7180000007943	Unassigned	Rem. haplot.	13089
ctg7180000007944	Unassigned	Rem. haplot.	11094
ctg7180000007942	Unassigned	Rem. haplot.	16979
ctg7180000007947	Unassigned	Repeat	25363
ctg7180000007949	Unassigned	Rem. haplot.	15474
ctg7180000007948	Unassigned	Rem. haplot.	19109
ctg7180000007950	Unassigned	Rem. haplot.	14400
ctg7180000007946	Unassigned	Rem. haplot.	29631
ctg7180000007945	Unassigned	Rem. haplot.	32157
ctg7180000007953	Unassigned	Rem. haplot.	14462
ctg7180000007954	Unassigned	Rem. haplot.	13137
ctg7180000007952	Unassigned	Rem. haplot.	11447
ctg7180000007956	Unassigned	LG5	16403
ctg7180000007956	Unassigned	Rem. overl.	18501
ctg7180000007963	Unassigned	Put. centr.	9252
ctg7180000007958	Unassigned	Rem. haplot.	26152
ctg7180000007968	Unassigned	Repeat	9974
ctg7180000007969	Unassigned	Repeat	11800
ctg7180000007970	Unassigned	Repeat	8821
ctg7180000007967	Unassigned	Repeat	13018
ctg7180000007960	Unassigned	Rem. haplot.	11207
ctg7180000007962	Unassigned	Rem. haplot.	7029
ctg7180000007972	Unassigned	Repeat	8702
ctg7180000007973	Unassigned	Repeat	11040
ctg7180000007961	Unassigned	Rem. haplot.	19792
ctg7180000007974	Unassigned	Repeat	8711
ctg7180000007975	Unassigned	Rem. haplot.	8832
ctg7180000007971	Unassigned	Rem. haplot.	8947
ctg7180000007977	Unassigned	Rem. haplot.	9472
ctg7180000007983	Unassigned	Rem. haplot.	9201
ctg7180000007965	Unassigned	Rem. haplot.	12794
ctg7180000007980	Unassigned	Rem. haplot.	15870
ctg7180000007979	Unassigned	Rem. haplot.	10522
ctg7180000007984	Unassigned	Rem. haplot.	11371
ctg7180000007986	Unassigned	Rem. haplot.	13917
ctg7180000007985	Unassigned	Rem. haplot.	25353
ctg7180000007989	Unassigned	Rem. haplot.	9813
ctg7180000007988	Unassigned	Rem. haplot.	12641
ctg7180000007987	Unassigned	Rem. haplot.	25770
ctg7180000007992	Unassigned	Rem. haplot.	18433
ctg7180000007993	Unassigned	Rem. haplot.	30539
ctg7180000007994	Unassigned	LG8	29340
ctg7180000007994	Unassigned	Rem. overl.	2833
ctg7180000007995	Unassigned	Rem. haplot.	15733
ctg7180000007999	Unassigned	Rem. haplot.	10321
ctg7180000007998	Unassigned	Rem. haplot.	10486
ctg7180000008007	Unassigned	Repeat	8489
ctg7180000008000	Unassigned	Rem. haplot.	17450
ctg7180000008009	Unassigned	Repeat	9747
ctg7180000008004	Unassigned	Rem. haplot.	16747
ctg7180000008011	Unassigned	Repeat	10829
ctg7180000008002	Unassigned	Repeat	9984
ctg7180000008008	Unassigned	LG4	11389
ctg7180000008012	Unassigned	Repeat	11827
ctg7180000007997	Unassigned	Rem. haplot.	40326
ctg7180000008013	Unassigned	Repeat	10968
ctg7180000008014	Unassigned	Repeat	11584
ctg7180000008018	Unassigned	Repeat	25689
ctg7180000008017	Unassigned	Rem. haplot.	9870
ctg7180000008015	Unassigned	Repeat	9748
ctg7180000008023	Unassigned	Repeat	8670
ctg7180000008021	Unassigned	Repeat	10894
ctg7180000008022	Unassigned	Repeat	10558
ctg7180000008016	Unassigned	LG6	10048
ctg7180000008016	Unassigned	Rem. overl.	8514
ctg7180000008019	Unassigned	Rem. haplot.	11724
ctg7180000008027	Unassigned	LG2	13569
ctg7180000008031	Unassigned	Repeat	14776
ctg7180000008020	Unassigned	Rem. haplot.	18728
ctg7180000008029	Unassigned	Rem. haplot.	14284
ctg7180000008032	Unassigned	Rem. haplot.	8201
ctg7180000008005	Unassigned	LG4	13714
ctg7180000008034	Unassigned	Rem. haplot.	9846
ctg7180000008033	Unassigned	Put. centr.	19736
ctg7180000008036	Unassigned	Put. centr.	14225
ctg7180000008035	Unassigned	Rem. haplot.	14401
ctg7180000008028	Unassigned	Put. centr.	14064
ctg7180000008040	Unassigned	Put. centr.	7325
ctg7180000008041	Unassigned	Rem. haplot.	18314
ctg7180000008043	Unassigned	Rem. haplot.	10625
ctg7180000008037	Unassigned	Rem. haplot.	13786
ctg7180000008047	Unassigned	Rem. haplot.	8430
ctg7180000008044	Unassigned	Rem. haplot.	13063
ctg7180000008024	Unassigned	Rem. haplot.	9009
ctg7180000008053	Unassigned	Repeat	12962
ctg7180000008052	Unassigned	Rem. haplot.	15564
ctg7180000008048	Unassigned	Rem. haplot.	11769
ctg7180000008046	Unassigned	Rem. haplot.	12355
ctg7180000008051	Unassigned	Rem. haplot.	20912
ctg7180000008054	Unassigned	Rem. haplot.	9941
ctg7180000008055	Unassigned	Rem. haplot.	20521
ctg7180000008058	Unassigned	Repeat	11555
ctg7180000008056	Unassigned	Rem. haplot.	17525
ctg7180000008060	Unassigned	Repeat	10567
ctg7180000008063	Unassigned	Repeat	10126
ctg7180000008059	Unassigned	Repeat	12854
ctg7180000008062	Unassigned	Repeat	10319
ctg7180000008061	Unassigned	Rem. haplot.	17119
ctg7180000008057	Unassigned	Rem. haplot.	16145
ctg7180000008026	Unassigned	Rem. haplot.	14886
ctg7180000008038	Unassigned	Rem. haplot.	19592
ctg7180000008068	Unassigned	Repeat	8664
ctg7180000008069	Unassigned	Repeat	9868
ctg7180000008067	Unassigned	Put. Y	31907
ctg7180000008070	Unassigned	Rem. haplot.	14915
ctg7180000008072	Unassigned	Rem. haplot.	17662
ctg7180000008073	Unassigned	Rem. haplot.	10473
ctg7180000008077	Unassigned	Rem. haplot.	10148
ctg7180000008074	Unassigned	Rem. haplot.	17038
ctg7180000008076	Unassigned	Rem. haplot.	14315
ctg7180000008079	Unassigned	Rem. haplot.	14405
ctg7180000008082	Unassigned	Rem. haplot.	12766
ctg7180000008083	Unassigned	Rem. haplot.	10827
ctg7180000008081	Unassigned	Rem. haplot.	14431
ctg7180000008085	Unassigned	Rem. haplot.	11403
ctg7180000008087	Unassigned	Rem. haplot.	27931
ctg7180000008089	Unassigned	Rem. haplot.	12482
ctg7180000008093	Unassigned	Rem. haplot.	14742
ctg7180000008095	Unassigned	LG2	12475
ctg7180000008088	Unassigned	Rem. haplot.	29081
ctg7180000008094	Unassigned	Repeat	13560
ctg7180000008097	Unassigned	LG2	12072
ctg7180000008096	Unassigned	Repeat	27887
ctg7180000008099	Unassigned	Zero cov.	13379
ctg7180000008100	Unassigned	Zero cov.	17245
ctg7180000008101	Unassigned	Unassigned	11217
ctg7180000008103	Unassigned	Repeat	11323
ctg7180000008104	Unassigned	Rem. haplot.	13252
ctg7180000008106	Unassigned	Rem. haplot.	8216
ctg7180000008112	Unassigned	Put. centr.	18435
ctg7180000008108	Unassigned	Rem. haplot.	8610
ctg7180000008115	Unassigned	Put. centr.	11483
ctg7180000008116	Unassigned	Put. centr.	12776
ctg7180000008109	Unassigned	Rem. haplot.	13869
ctg7180000008107	Unassigned	Rem. haplot.	14219
ctg7180000008119	Unassigned	Put. centr.	11962
ctg7180000008120	Unassigned	Put. centr.	10667
ctg7180000008122	Unassigned	Put. centr.	6587
ctg7180000008124	Unassigned	Put. centr.	11595
ctg7180000008125	Unassigned	Rem. haplot.	9507
ctg7180000008126	Unassigned	Rem. haplot.	11256
ctg7180000008110	Unassigned	Rem. haplot.	13293
ctg7180000008127	Unassigned	LG21	7602
ctg7180000008127	Unassigned	Rem. overl.	9025
ctg7180000008113	Unassigned	Rem. haplot.	13002
ctg7180000008117	Unassigned	Rem. haplot.	11521
ctg7180000008129	Unassigned	Put. Y	22053
ctg7180000008133	Unassigned	Repeat	6876
ctg7180000008132	Unassigned	LG1	15184
ctg7180000008132	Unassigned	Rem. overl.	11360
ctg7180000008135	Unassigned	LG6	67589
ctg7180000008135	Unassigned	Rem. overl.	10570
ctg7180000008136	Unassigned	Put. centr.	20689
ctg7180000008139	Unassigned	Put. centr.	12728
ctg7180000008138	Unassigned	Put. centr.	12977
ctg7180000008140	Unassigned	Rem. haplot.	17456
ctg7180000008137	Unassigned	Rem. haplot.	15217
ctg7180000008141	Unassigned	Rem. haplot.	8064
ctg7180000008145	Unassigned	Repeat	11252
ctg7180000008146	Unassigned	Repeat	15074
ctg7180000008147	Unassigned	Repeat	19632
ctg7180000008150	Unassigned	Repeat	11735
ctg7180000008151	Unassigned	Repeat	2504
ctg7180000008153	Unassigned	Repeat	13020
ctg7180000008154	Unassigned	Repeat	12552
ctg7180000008155	Unassigned	Rem. haplot.	6773
ctg7180000008158	Unassigned	Repeat	6770
ctg7180000008161	Unassigned	Repeat	11064
ctg7180000008162	Unassigned	Repeat	8266
ctg7180000008166	Unassigned	Repeat	7392
ctg7180000008167	Unassigned	Repeat	8560
ctg7180000008163	Unassigned	Repeat	11153
ctg7180000008171	Unassigned	Repeat	8615
ctg7180000008172	Unassigned	Repeat	8298
ctg7180000008169	Unassigned	Rem. haplot.	11526
ctg7180000008144	Unassigned	Rem. haplot.	13708
ctg7180000008168	Unassigned	Repeat	10453
ctg7180000008174	Unassigned	Rem. haplot.	9365
ctg7180000008143	Unassigned	Rem. haplot.	9696
ctg7180000008173	Unassigned	Rem. haplot.	9428
ctg7180000008176	Unassigned	Rem. haplot.	8083
ctg7180000008175	Unassigned	Rem. haplot.	8652
ctg7180000008177	Unassigned	Rem. haplot.	8502
ctg7180000008179	Unassigned	Put. Y	11340
ctg7180000008181	Unassigned	Rem. haplot.	8755
ctg7180000008185	Unassigned	Rem. haplot.	14465
ctg7180000008183	Unassigned	Put. haplot.	10602
ctg7180000008180	Unassigned	Rem. haplot.	11166
ctg7180000008187	Unassigned	Rem. haplot.	12416
ctg7180000008189	Unassigned	Rem. haplot.	20681
ctg7180000008186	Unassigned	Unassigned	33542
ctg7180000008191	Unassigned	LG20	15704
ctg7180000008191	Unassigned	Rem. overl.	369
ctg7180000008192	Unassigned	LG20	16416
ctg7180000008203	Unassigned	Put. centr.	8584
ctg7180000008202	Unassigned	Put. centr.	22673
ctg7180000008198	Unassigned	Repeat	7520
ctg7180000008196	Unassigned	Repeat	12746
ctg7180000008197	Unassigned	Repeat	11494
ctg7180000008200	Unassigned	Rem. haplot.	6159
ctg7180000008204	Unassigned	Put. centr.	9242
ctg7180000008201	Unassigned	LG9	15700
ctg7180000008207	Unassigned	Repeat	9540
ctg7180000008208	Unassigned	Rem. haplot.	6140
ctg7180000008210	Unassigned	Put. centr.	14278
ctg7180000008215	Unassigned	Rem. haplot.	16327
ctg7180000008212	Unassigned	Put. centr.	8137
ctg7180000008209	Unassigned	Rem. haplot.	8027
ctg7180000008214	Unassigned	Rem. haplot.	19510
ctg7180000008216	Unassigned	Rem. haplot.	12127
ctg7180000008218	Unassigned	Rem. haplot.	11015
ctg7180000008142	Unassigned	Put. X	51116
ctg7180000008213	Unassigned	Put. centr.	8560
ctg7180000008206	Unassigned	Rem. haplot.	19626
ctg7180000008221	Unassigned	Zero cov.	9538
ctg7180000008222	Unassigned	Rem. haplot.	17650
ctg7180000008225	Unassigned	Zero cov.	10193
ctg7180000008228	Unassigned	Zero cov.	12970
ctg7180000008230	Unassigned	Zero cov.	9899
ctg7180000008231	Unassigned	Unassigned	10259
ctg7180000008232	Unassigned	Zero cov.	8735
ctg7180000008235	Unassigned	Unassigned	10525
ctg7180000008233	Unassigned	Zero cov.	10328
ctg7180000008234	Unassigned	Zero cov.	8180
ctg7180000008237	Unassigned	Unassigned	25880
ctg7180000008236	Unassigned	Unassigned	10352
ctg7180000008227	Unassigned	Unassigned	50907
ctg7180000008224	Unassigned	Unassigned	10260
ctg7180000008238	Unassigned	Unassigned	14813
ctg7180000008223	Unassigned	Unassigned	19169
ctg7180000008229	Unassigned	Unassigned	13872
ctg7180000008240	Unassigned	Rem. haplot.	13274
ctg7180000008243	Unassigned	Rem. haplot.	10109
ctg7180000008242	Unassigned	Rem. haplot.	11835
ctg7180000008239	Unassigned	Put. centr.	12658
ctg7180000008241	Unassigned	Rem. haplot.	17279
ctg7180000008246	Unassigned	Rem. haplot.	11540
ctg7180000008245	Unassigned	Rem. haplot.	10131
ctg7180000008248	Unassigned	Put. centr.	13348
ctg7180000008244	Unassigned	Rem. haplot.	11012
ctg7180000008247	Unassigned	Rem. haplot.	16481
ctg7180000008252	Unassigned	Rem. haplot.	16970
ctg7180000008255	Unassigned	Rem. haplot.	19169
ctg7180000008258	Unassigned	Rem. haplot.	8972
ctg7180000008256	Unassigned	Repeat	15831
ctg7180000008257	Unassigned	Repeat	10454
ctg7180000008261	Unassigned	Repeat	11082
ctg7180000008262	Unassigned	Repeat	13427
ctg7180000008263	Unassigned	Repeat	16914
ctg7180000008264	Unassigned	Repeat	21119
ctg7180000008267	Unassigned	Repeat	9223
ctg7180000008265	Unassigned	Repeat	13677
ctg7180000008268	Unassigned	Repeat	11823
ctg7180000008269	Unassigned	Repeat	19618
ctg7180000008271	Unassigned	Repeat	12894
ctg7180000008272	Unassigned	Repeat	11365
ctg7180000008273	Unassigned	Repeat	10309
ctg7180000008274	Unassigned	Repeat	11984
ctg7180000008275	Unassigned	LG11	42427
ctg7180000008276	Unassigned	LG2	18904
ctg7180000008279	Unassigned	Rem. haplot.	47337
ctg7180000008270	Unassigned	Repeat	13949
ctg7180000008281	Unassigned	Rem. haplot.	20431
ctg7180000008284	Unassigned	LG8	7850
ctg7180000008284	Unassigned	Rem. overl.	11692
ctg7180000008293	Unassigned	Repeat	11213
ctg7180000008287	Unassigned	Rem. haplot.	14800
ctg7180000008288	Unassigned	Rem. haplot.	18496
ctg7180000008294	Unassigned	Rem. haplot.	15470
ctg7180000008296	Unassigned	Rem. haplot.	9002
ctg7180000008301	Unassigned	LG6	8545
ctg7180000008301	Unassigned	Rem. overl.	6099
ctg7180000008297	Unassigned	Rem. haplot.	13885
ctg7180000008307	Unassigned	Unassigned	17879
ctg7180000008308	Unassigned	Unassigned	9966
ctg7180000008309	Unassigned	Zero cov.	8017
ctg7180000008306	Unassigned	Rem. haplot.	19806
ctg7180000008312	Unassigned	Put. centr.	15190
ctg7180000008314	Unassigned	Put. centr.	11465
ctg7180000008326	Unassigned	Put. centr.	11490
ctg7180000008315	Unassigned	Rem. haplot.	14423
ctg7180000008318	Unassigned	Put. centr.	13977
ctg7180000008317	Unassigned	Rem. haplot.	12945
ctg7180000008320	Unassigned	Put. centr.	13297
ctg7180000008321	Unassigned	Put. centr.	11943
ctg7180000008338	Unassigned	Put. centr.	9580
ctg7180000008322	Unassigned	Put. centr.	12564
ctg7180000008332	Unassigned	Rem. haplot.	9240
ctg7180000008329	Unassigned	Rem. haplot.	11010
ctg7180000008341	Unassigned	Put. centr.	8998
ctg7180000008325	Unassigned	Rem. haplot.	12524
ctg7180000008328	Unassigned	Rem. haplot.	10347
ctg7180000008310	Unassigned	Rem. haplot.	28135
ctg7180000008352	Unassigned	Zero cov.	10054
ctg7180000008333	Unassigned	Rem. haplot.	11070
ctg7180000008327	Unassigned	Rem. haplot.	12660
ctg7180000008342	Unassigned	Repeat	12881
ctg7180000008345	Unassigned	Rem. haplot.	16789
ctg7180000008347	Unassigned	Rem. haplot.	20201
ctg7180000008348	Unassigned	Rem. haplot.	31379
ctg7180000008349	Unassigned	Rem. haplot.	9596
ctg7180000008350	Unassigned	Rem. haplot.	23631
ctg7180000008351	Unassigned	Rem. haplot.	14260
ctg7180000008353	Unassigned	Rem. haplot.	11154
ctg7180000008357	Unassigned	Rem. haplot.	11496
ctg7180000008363	Unassigned	Put. centr.	8484
ctg7180000008384	Unassigned	Repeat	8246
ctg7180000008378	Unassigned	Repeat	9617
ctg7180000008379	Unassigned	Repeat	12917
ctg7180000008360	Unassigned	Rem. haplot.	9693
ctg7180000008385	Unassigned	Repeat	8582
ctg7180000008373	Unassigned	Put. centr.	10222
ctg7180000008372	Unassigned	Put. centr.	7481
ctg7180000008391	Unassigned	Repeat	8466
ctg7180000008407	Unassigned	Repeat	12362
ctg7180000008388	Unassigned	Repeat	8260
ctg7180000008359	Unassigned	Put. Y	49187
ctg7180000008381	Unassigned	Repeat	10954
ctg7180000008365	Unassigned	Rem. haplot.	9305
ctg7180000008417	Unassigned	Repeat	14655
ctg7180000008406	Unassigned	Repeat	13464
ctg7180000008361	Unassigned	Rem. haplot.	14277
ctg7180000008370	Unassigned	Put. centr.	8672
ctg7180000008371	Unassigned	Put. centr.	9657
ctg7180000008413	Unassigned	Repeat	7781
ctg7180000008438	Unassigned	Repeat	9172
ctg7180000008410	Unassigned	Repeat	12669
ctg7180000008418	Unassigned	Repeat	9112
ctg7180000008366	Unassigned	Put. centr.	10771
ctg7180000008383	Unassigned	Repeat	9360
ctg7180000008364	Unassigned	Put. centr.	7946
ctg7180000008408	Unassigned	Repeat	10397
ctg7180000008409	Unassigned	Repeat	13844
ctg7180000008433	Unassigned	Repeat	10553
ctg7180000008386	Unassigned	Rem. haplot.	11148
ctg7180000008390	Unassigned	Rem. haplot.	7797
ctg7180000008394	Unassigned	Repeat	8287
ctg7180000008396	Unassigned	Rem. haplot.	11800
ctg7180000008420	Unassigned	Repeat	13413
ctg7180000008423	Unassigned	Repeat	11035
ctg7180000008425	Unassigned	Repeat	9910
ctg7180000008427	Unassigned	Repeat	9452
ctg7180000008419	Unassigned	Repeat	10483
ctg7180000008367	Unassigned	Put. centr.	10019
ctg7180000008411	Unassigned	Repeat	11767
ctg7180000008404	Unassigned	Repeat	12280
ctg7180000008375	Unassigned	Repeat	21675
ctg7180000008392	Unassigned	Rem. haplot.	11781
ctg7180000008428	Unassigned	Repeat	12040
ctg7180000008395	Unassigned	Rem. haplot.	24515
ctg7180000008464	Unassigned	Put. centr.	12733
ctg7180000008397	Unassigned	Rem. haplot.	8979
ctg7180000008437	Unassigned	Repeat	9533
ctg7180000008435	Unassigned	Repeat	9856
ctg7180000008412	Unassigned	Repeat	10161
ctg7180000008460	Unassigned	Put. centr.	16850
ctg7180000008457	Unassigned	Repeat	12746
ctg7180000008462	Unassigned	Put. centr.	16481
ctg7180000008440	Unassigned	Repeat	14606
ctg7180000008446	Unassigned	Rem. haplot.	14769
ctg7180000008454	Unassigned	Rem. haplot.	7992
ctg7180000008456	Unassigned	Rem. haplot.	7934
ctg7180000008398	Unassigned	Rem. haplot.	12907
ctg7180000008399	Unassigned	Rem. haplot.	8664
ctg7180000008424	Unassigned	Rem. haplot.	17833
ctg7180000008442	Unassigned	Repeat	9837
ctg7180000008443	Unassigned	Repeat	13133
ctg7180000008432	Unassigned	Rem. haplot.	7606
